country_name,country_code,discipline,event,athlete_firstname,athlete_lastname,athlete_birthdate,athlete_age,athlete_sex,athlete_height_cm,athlete_weight_kg,athlete_medal
Armenia,ARM,Wrestling,Men's Greco-Roman 97kg,Artur,ALEKSANYAN,1991-10-21,32,Male,0.0,0.0,silver
Armenia,ARM,Wrestling,Men's Greco-Roman 77kg,Malkhas,AMOYAN,1999-01-22,25,Male,0.0,0.0,bronze
Armenia,ARM,Wrestling,Men's Greco-Roman 67kg,Slavik,GALSTYAN,1996-12-21,27,Male,0.0,0.0,none
Armenia,ARM,Wrestling,Men's Freestyle 57kg,Arsen,HARUTYUNYAN,1999-11-22,24,Male,0.0,0.0,none
Armenia,ARM,Wrestling,Men's Freestyle 65kg,Vazgen,TEVANYAN,1999-10-27,24,Male,0.0,0.0,none
Colombia,COL,Athletics,Women's 20km Race Walk,Lorena,ARENAS,1993-09-17,30,Female,162.0,0.0,none
Colombia,COL,Athletics,Marathon Race Walk Relay Mixed,Lorena,ARENAS,1993-09-17,30,Female,162.0,0.0,none
Jamaica,JAM,Judo,Men -60 kg,Ashley,McKENZIE,1989-07-17,35,Male,0.0,0.0,none
Gambia,GAM,Athletics,Women's 100m,Gina Mariam,BASS BITTAYE,1995-05-03,29,Female,161.0,0.0,none
Gambia,GAM,Athletics,Women's 200m,Gina Mariam,BASS BITTAYE,1995-05-03,29,Female,161.0,0.0,none
Gambia,GAM,Athletics,Men's 100m,Ebrahima,CAMARA,1996-09-18,27,Male,178.0,0.0,none
Mexico,MEX,Triathlon,Women's Individual,Lizeth,RUEDA SANTOS,1994-03-07,30,Female,0.0,0.0,none
Mexico,MEX,Triathlon,Women's Individual,Rosa Maria,TAPIA VIDAL,1997-08-27,26,Female,0.0,0.0,none
Mexico,MEX,Triathlon,Men's Individual,Crisanto,GRAJALES,1987-05-06,37,Male,0.0,0.0,none
Comoros,COM,Athletics,Men's 100m,Hachim,MAAROUFOU,1997-02-13,27,Male,183.0,0.0,none
Comoros,COM,Swimming,Women's 50m Freestyle,Maesha,SAADI,2007-01-16,17,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Nuria,DIOSDADO,1990-08-22,33,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Duet,Nuria,DIOSDADO,1990-08-22,33,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Joana,JIMENEZ,1993-08-19,30,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Duet,Joana,JIMENEZ,1993-08-19,30,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Jessica,SOBRINO,1994-05-26,30,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Regina,ALFEREZ,1997-12-01,26,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Fernanda,ARELLANO,2002-02-28,22,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Pamela,TOSCANO,2000-01-13,24,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Itzamary,GONZALEZ,2003-11-14,20,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Samanta,RODRIGUEZ,1994-12-05,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Swimming,Team,Glenda,INZUNZA,2000-03-12,24,Female,0.0,0.0,none
Iraq,IRQ,Judo,Men -81 kg,Sajjad,SEHEN,1996-03-08,28,Male,0.0,0.0,none
Iraq,IRQ,Weightlifting,Men's +102kg,Ali Ammar Yusur,RUBAIAWI,2004-08-02,19,Male,0.0,0.0,none
Djibouti,DJI,Athletics,Men's 5000m,Mohamed,ISMAIL,1997-01-01,27,Male,170.0,0.0,none
Djibouti,DJI,Athletics,Men's Marathon,Ibrahim,HASSAN,1997-01-01,27,Male,170.0,0.0,none
Djibouti,DJI,Athletics,Men's 5000m,Abdi,WAISS,1996-07-03,28,Male,170.0,0.0,none
Djibouti,DJI,Athletics,Women's 5000m,Samiyah,HASSAN NOUR,1999-12-05,24,Female,160.0,0.0,none
Djibouti,DJI,Swimming,Men's 50m Freestyle,Houmed,HOUSSEIN BARKAT,2004-04-04,20,Male,0.0,0.0,none
Comoros,COM,Canoe Slalom,Men's Kayak Single,Andy,BARAT,1997-11-29,26,Male,0.0,0.0,none
Comoros,COM,Canoe Slalom,Men's Kayak Cross,Andy,BARAT,1997-11-29,26,Male,0.0,0.0,none
Mexico,MEX,Boxing,Men's 63.5kg,Miguel Angel,MARTINEZ RAMIREZ,2001-03-17,23,Male,178.0,0.0,none
Mexico,MEX,Boxing,Men's 71kg,Marco Alonso,VERDE ALVAREZ,2002-02-11,22,Male,180.0,0.0,silver
Mexico,MEX,Athletics,Women's 20km Race Walk,Alegna,GONZALEZ,1999-01-02,25,Female,158.0,0.0,none
Mexico,MEX,Athletics,Marathon Race Walk Relay Mixed,Alegna,GONZALEZ,1999-01-02,25,Female,158.0,0.0,none
Mexico,MEX,Athletics,Men's 800m,Jesus Tonatiu,LOPEZ,1997-08-02,26,Male,190.0,0.0,none
Mexico,MEX,Athletics,Men's High Jump,Erick,PORTILLO,2000-10-05,23,Male,190.0,0.0,none
Mexico,MEX,Athletics,Men's Shot Put,Uziel,MUNOZ,1995-09-08,28,Male,185.0,0.0,none
Mexico,MEX,Athletics,Men's Hammer Throw,Diego,del REAL,1994-03-06,30,Male,185.0,0.0,none
Mexico,MEX,Athletics,Men's 20km Race Walk,Jose Luis,DOCTOR,1996-06-14,28,Male,175.0,0.0,none
Mexico,MEX,Athletics,Women's 400m,Paola,MORAN,1997-02-25,27,Female,169.0,0.0,none
Mexico,MEX,Athletics,Women's 5000m,Laura,GALVAN,1991-10-05,32,Female,162.0,0.0,none
Mexico,MEX,Athletics,Women's 5000m,Alma Delia,CORTES,1997-12-26,26,Female,160.0,0.0,none
Mexico,MEX,Athletics,Women's Marathon,Citlali,CRISTIAN MOSCOTE,1995-04-15,29,Female,154.0,0.0,none
Mexico,MEX,Athletics,Marathon Race Walk Relay Mixed,Ever Jair,PALMA OLIVARES,1992-03-18,32,Male,168.0,0.0,none
Mexico,MEX,Sailing,Women's Dinghy,Elena,OETLING RAMIREZ,1993-04-18,31,Female,0.0,0.0,none
Mexico,MEX,Sailing,Women's Windsurfing,VEZ PEON Mariana,AGUILAR CH,1999-03-12,25,Female,0.0,0.0,none
Mexico,MEX,Rowing,Women's Single Sculls,Kenia,LECHUGA ALANIS,1994-06-26,30,Female,0.0,0.0,none
Mexico,MEX,Rowing,Lightweight Men's Double Sculls,Alexis,LOPEZ GARCIA,1997-05-01,27,Male,0.0,0.0,none
Mexico,MEX,Rowing,Lightweight Men's Double Sculls,Miguel,CARBALLO NIETO,1992-07-08,32,Male,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women's All-Around,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women's Balance Beam,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women's Floor Exercise,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women's Uneven Bars,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Colombia,COL,Artistic Gymnastics,Women's Vault,Luisa,BLANCO,2001-11-18,22,Female,0.0,0.0,none
Mexico,MEX,Diving,Men's 10m Platform,Randal,WILLARS VALDEZ,2002-04-30,22,Male,0.0,0.0,none
Mexico,MEX,Diving,Men's Synchronised 10m Platform,Randal,WILLARS VALDEZ,2002-04-30,22,Male,0.0,0.0,none
Mexico,MEX,Diving,Men's 10m Platform,Kevin,BERLIN REYES,2001-04-25,23,Male,0.0,0.0,none
Mexico,MEX,Diving,Men's Synchronised 10m Platform,Kevin,BERLIN REYES,2001-04-25,23,Male,0.0,0.0,none
Mexico,MEX,Diving,Women's 10m Platform,Alejandra,OROZCO LOZA,1997-04-19,27,Female,0.0,0.0,none
Mexico,MEX,Diving,Women's Synchronised 10m Platform,Alejandra,OROZCO LOZA,1997-04-19,27,Female,0.0,0.0,none
Mexico,MEX,Diving,Women's 10m Platform,Gabriela,AGUNDEZ GARCIA,2000-08-04,23,Female,0.0,0.0,none
Mexico,MEX,Diving,Women's Synchronised 10m Platform,Gabriela,AGUNDEZ GARCIA,2000-08-04,23,Female,0.0,0.0,none
Mexico,MEX,Diving,Men's 3m Springboard,Osmar,OLVERA IBARRA,2004-06-05,20,Male,0.0,0.0,bronze
Mexico,MEX,Diving,Men's Synchronised 3m Springboard,Osmar,OLVERA IBARRA,2004-06-05,20,Male,0.0,0.0,silver
Mexico,MEX,Equestrian,Jumping Individual,Eugenio,GARZA PEREZ,1996-07-23,28,Male,0.0,0.0,none
Mexico,MEX,Equestrian,Jumping Team,Eugenio,GARZA PEREZ,1996-07-23,28,Male,0.0,0.0,none
Mexico,MEX,Equestrian,Jumping Individual,Federico,FERNANDEZ,1968-03-28,56,Male,0.0,0.0,none
Mexico,MEX,Equestrian,Jumping Team,Federico,FERNANDEZ,1968-03-28,56,Male,0.0,0.0,none
Mexico,MEX,Swimming,Men's 100m Breaststroke,Miguel Alejandro,de LARA OJEDA,1994-08-09,29,Male,0.0,0.0,none
Mexico,MEX,Swimming,Men's 200m Breaststroke,Miguel Alejandro,de LARA OJEDA,1994-08-09,29,Male,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's All-Around,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Balance Beam,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Floor Exercise,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Uneven Bars,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Vault,Alexa,MORENO,1994-08-08,29,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's All-Around,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Balance Beam,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Floor Exercise,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Uneven Bars,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Artistic Gymnastics,Women's Vault,Ahtziri,SANDOVAL,1996-10-05,27,Female,0.0,0.0,none
Mexico,MEX,Rhythmic Gymnastics,Group All-Around,Sofia,FLORES,2004-12-20,19,Female,0.0,0.0,none
Mexico,MEX,Rhythmic Gymnastics,Group All-Around,Kimberly,SALAZAR,2004-04-24,20,Female,0.0,0.0,none
Mexico,MEX,Rhythmic Gymnastics,Group All-Around,Adirem,TEJEDA,2002-06-21,22,Female,0.0,0.0,none
Mexico,MEX,Rhythmic Gymnastics,Group All-Around,Dalia,ALCOCER,2004-01-02,20,Female,0.0,0.0,none
Mexico,MEX,Rhythmic Gymnastics,Group All-Around,Julia,GUTIERREZ,2007-09-13,16,Female,0.0,0.0,none
Mexico,MEX,Modern Pentathlon,Men's Individual,Emiliano,HERNANDEZ,1998-01-27,26,Male,0.0,0.0,none
Mexico,MEX,Modern Pentathlon,Men's Individual,Duilio,CARRILLO,1997-03-24,27,Male,0.0,0.0,none
Mexico,MEX,Modern Pentathlon,Women's Individual,Mayan,OLIVER,1993-07-11,31,Female,0.0,0.0,none
Mexico,MEX,Taekwondo,Men +80kg,Carlos,SANSORES,1997-06-25,27,Male,0.0,0.0,none
Mexico,MEX,Taekwondo,Women -49kg,Daniela Paola,SOUZA,1999-08-27,24,Female,0.0,0.0,none
Mexico,MEX,Surfing,Men,Alan,CLELAND QUINONEZ,2002-06-19,22,Male,0.0,0.0,none
UA Emirates,UAE,Judo,Men -90 kg,Aram,GRIGORIAN,1998-06-09,26,Male,0.0,0.0,none
UA Emirates,UAE,Judo,Men -100 kg,Dzhafar,KOSTOEV,1999-04-28,25,Male,0.0,0.0,none
UA Emirates,UAE,Judo,Men +100 kg,Magomedomar,MAGOMEDOMAROV,2001-04-10,23,Male,0.0,0.0,none
UA Emirates,UAE,Judo,Men -81 kg,Nugzari,TATALASHVILI,1990-03-20,34,Male,0.0,0.0,none
UA Emirates,UAE,Judo,Women -52 kg,Khorloodoi,BISHRELT,1998-05-29,26,Female,0.0,0.0,none
Djibouti,DJI,Judo,Men -73 kg,Alexandre,HOUSSEIN,1998-03-28,26,Male,0.0,0.0,none
UA Emirates,UAE,Cycling Road,Women's Road Race,Safia,AL SAYEGH,2001-09-23,22,Female,0.0,0.0,none
Mexico,MEX,Archery,Women's Individual,Alejandra,VALENCIA,1994-10-17,29,Female,0.0,0.0,none
Mexico,MEX,Archery,Women's Team,Alejandra,VALENCIA,1994-10-17,29,Female,0.0,0.0,bronze
Mexico,MEX,Archery,Mixed Team,Alejandra,VALENCIA,1994-10-17,29,Female,0.0,0.0,none
Mexico,MEX,Archery,Women's Individual,Angela,RUIZ,2006-07-28,17,Female,0.0,0.0,none
Mexico,MEX,Archery,Women's Team,Angela,RUIZ,2006-07-28,17,Female,0.0,0.0,bronze
Mexico,MEX,Archery,Men's Individual,Matias,GRANDE,2004-04-26,20,Male,0.0,0.0,none
Mexico,MEX,Archery,Men's Team,Matias,GRANDE,2004-04-26,20,Male,0.0,0.0,none
Mexico,MEX,Archery,Mixed Team,Matias,GRANDE,2004-04-26,20,Male,0.0,0.0,none
Mexico,MEX,Cycling Road,Women's Road Race,Marcela,PRIETO,1992-03-11,32,Female,0.0,0.0,none
Mexico,MEX,Shooting,10m Air Rifle Men,Edson Ismael,RAMIREZ RAMOS,2000-07-10,24,Male,0.0,0.0,none
Mexico,MEX,Shooting,10m Air Rifle Mixed Team,Edson Ismael,RAMIREZ RAMOS,2000-07-10,24,Male,0.0,0.0,none
Mexico,MEX,Shooting,Skeet Women,Gabriela,RODRIGUEZ,1996-12-12,27,Female,0.0,0.0,none
Mexico,MEX,Shooting,10m Air Pistol Women,Alejandra,ZAVALA VAZQUEZ,1984-06-16,40,Female,0.0,0.0,none
Mexico,MEX,Shooting,25m Pistol Women,Alejandra,ZAVALA VAZQUEZ,1984-06-16,40,Female,0.0,0.0,none
Mexico,MEX,Shooting,10m Air Rifle Men,Carlos,QUEZADA MARQUEZ,1999-10-21,24,Male,0.0,0.0,none
Mexico,MEX,Shooting,50m Rifle 3 Positions Men,Carlos,QUEZADA MARQUEZ,1999-10-21,24,Male,0.0,0.0,none
Mexico,MEX,Triathlon,Men's Individual,Aram Michell,PENAFLOR MOYSEN,1999-03-11,25,Male,0.0,0.0,none
Mexico,MEX,Canoe Slalom,Women's Kayak Single,Sofia,REINOSO,1996-10-23,27,Female,0.0,0.0,none
Mexico,MEX,Canoe Slalom,Women's Kayak Cross,Sofia,REINOSO,1996-10-23,27,Female,0.0,0.0,none
Mexico,MEX,Canoe Sprint,Women's Kayak Single 500m,Beatriz,BRIONES FRAGOZA,1999-02-10,25,Female,0.0,0.0,none
Mexico,MEX,Canoe Sprint,Women's Kayak Double 500m,Beatriz,BRIONES FRAGOZA,1999-02-10,25,Female,0.0,0.0,none
Mexico,MEX,Canoe Sprint,Women's Kayak Single 500m,Karina,ALANIS MORALES,1993-12-09,30,Female,0.0,0.0,none
Mexico,MEX,Canoe Sprint,Women's Kayak Double 500m,Karina,ALANIS MORALES,1993-12-09,30,Female,0.0,0.0,none
Colombia,COL,Athletics,Women's Long Jump,Natalia,LINARES,2003-01-03,21,Female,171.0,0.0,none
Colombia,COL,Athletics,Men's 100m,Ronal,LONGA,2004-06-30,20,Male,183.0,0.0,none
Colombia,COL,Athletics,Women's Javelin Throw,Flor Denis,RUIZ HURTADO,1991-01-29,33,Female,175.0,0.0,none
Colombia,COL,Athletics,Women's Marathon,Angie,ORJUELA,1989-05-09,35,Female,158.0,0.0,none
Colombia,COL,Wrestling,Women's Freestyle 76kg,RENTERIA Tatiana,RENTERIA,2000-12-22,23,Female,0.0,0.0,bronze
Colombia,COL,Boxing,Women's 60kg,Angie Paola,VALDES PANA,2000-07-14,24,Female,165.0,0.0,none
Colombia,COL,Boxing,Women's 57kg,Valeria,ARBOLEDA MENDOZA,2002-04-13,22,Female,164.0,0.0,none
Colombia,COL,Sailing,Men's Kite,Victor,BOLANOS LOPEZ,1994-09-19,29,Male,0.0,0.0,none
IR Iran,IRI,Swimming,Men's 100m Freestyle,Samyar,ABDOLI,2002-12-25,21,Male,0.0,0.0,none
Malawi,MAW,Athletics,Women's 100m,Asimenye,SIMWAKA,1997-08-08,26,Female,168.0,0.0,none
UA Emirates,UAE,Equestrian,Jumping Individual,Omar Abdul Aziz,AL MARZOOQI,2003-03-28,21,Male,0.0,0.0,none
UA Emirates,UAE,Equestrian,Jumping Team,Omar Abdul Aziz,AL MARZOOQI,2003-03-28,21,Male,0.0,0.0,none
Argentina,ARG,Modern Pentathlon,Men's Individual,Franco,SERRANO,2000-11-22,23,Male,0.0,0.0,none
Iraq,IRQ,Football,Men,SAADI,KUMEL,2004-08-19,19,Male,191.0,0.0,none
Iraq,IRQ,Football,Men,IMAM,JOSEF AL,2004-07-27,19,Male,182.0,0.0,none
Iraq,IRQ,Football,Men,ABDULAMEER,MUNTADHER,2001-10-06,22,Male,165.0,0.0,none
Iraq,IRQ,Football,Men,MOHAMMED,MUNTADHER,2001-06-05,23,Male,170.0,0.0,none
Singapore,SGP,Sailing,Men's Kite,Maximilian,MAEDER,2006-09-12,17,Male,0.0,0.0,bronze
Singapore,SGP,Sailing,Men's Dinghy,Ryan,LO,1997-02-26,27,Male,0.0,0.0,none
Singapore,SGP,Swimming,Women's 100m Breaststroke,En Yi Letitia,SIM,2003-03-03,21,Female,0.0,0.0,none
Singapore,SGP,Swimming,Women's 200m Breaststroke,En Yi Letitia,SIM,2003-03-03,21,Female,0.0,0.0,none
Singapore,SGP,Swimming,Women's 4 x 100m Medley Relay,En Yi Letitia,SIM,2003-03-03,21,Female,0.0,0.0,none
Singapore,SGP,Swimming,Men's 100m Freestyle,Jonathan Eu Jin,TAN,2002-03-11,22,Male,0.0,0.0,none
Singapore,SGP,Swimming,Men's 50m Freestyle,Jonathan Eu Jin,TAN,2002-03-11,22,Male,0.0,0.0,none
Singapore,SGP,Athletics,Women's 100m,Veronica Shanti,PEREIRA,1996-09-20,27,Female,164.0,0.0,none
Singapore,SGP,Athletics,Women's 200m,Veronica Shanti,PEREIRA,1996-09-20,27,Female,164.0,0.0,none
Iraq,IRQ,Football,Men,TAHSEEN,ZAID,2001-01-29,23,Male,187.0,0.0,none
Iraq,IRQ,Football,Men,AMER,HUSSEIN,2002-04-28,22,Male,182.0,0.0,none
Malaysia,MAS,Diving,Men's 10m Platform,Bertrand Rhodict,ANAK LISES,2005-05-28,19,Male,0.0,0.0,none
Iraq,IRQ,Football,Men,LAWEND,HUSSEIN,2001-01-20,23,Male,180.0,0.0,none
Malaysia,MAS,Shooting,10m Air Pistol Men,Guanjie Johnathan,WONG,1992-08-23,31,Male,0.0,0.0,none
Malaysia,MAS,Cycling Road,Women's Road Race,Nur Aisyah,MOHAMAD ZUBIR,1997-10-04,26,Female,0.0,0.0,none
Malaysia,MAS,Sailing,Women's Dinghy,Nur Shazrin,MOHAMAD LATIF,1998-02-02,26,Female,0.0,0.0,none
Iraq,IRQ,Football,Men,JASIM,ALI,2004-01-20,20,Male,178.0,0.0,none
Iraq,IRQ,Football,Men,SAAD,KARRAR,2001-03-22,23,Male,176.0,0.0,none
Iraq,IRQ,Football,Men,MOHAMMED,KARRAR,2001-01-06,23,Male,183.0,0.0,none
Iraq,IRQ,Football,Men,MOHAMMED,NIHAD,2001-01-14,23,Male,177.0,0.0,none
Mauritania,MTN,Swimming,Men's 50m Freestyle,Camil,DOUA,2002-02-23,22,Male,0.0,0.0,none
Singapore,SGP,Equestrian,Dressage Individual,Caroline,CHEW,1992-04-18,32,Female,0.0,0.0,none
Mexico,MEX,Athletics,Women's Marathon,Margarita,HERNANDEZ FLORES,1985-12-03,38,Female,149.0,0.0,none
IR Iran,IRI,Taekwondo,Men +80kg,Arian,SALIMI,2003-12-16,20,Male,0.0,0.0,gold
IR Iran,IRI,Taekwondo,Men -80kg,Mehran,BARKHORDARI,2000-07-26,24,Male,0.0,0.0,silver
IR Iran,IRI,Taekwondo,Women -49kg,Mobina,NEMATZADEH,2005-05-17,19,Female,0.0,0.0,bronze
IR Iran,IRI,Taekwondo,Women -57kg,Nahid,KIYANICHANDEH,1998-08-01,25,Female,0.0,0.0,silver
Gabon,GAB,Swimming,Men's 50m Freestyle,Adam,MPALI,2002-05-29,22,Male,0.0,0.0,none
Djibouti,DJI,Swimming,Women's 50m Freestyle,Naima-Zahra,AMISON,2003-10-10,20,Female,0.0,0.0,none
Mexico,MEX,Marathon Swimming,Men's 10km,Paulo,STREHLKE DELGADO,2006-01-10,18,Male,0.0,0.0,none
Mexico,MEX,Marathon Swimming,Women's 10km,Martha,SANDOVAL AYALA,1998-08-14,25,Female,0.0,0.0,none
Mexico,MEX,Diving,Women's 3m Springboard,Alejandra,ESTUDILLO TORRES,2005-05-20,19,Female,0.0,0.0,none
Mexico,MEX,Diving,Men's Synchronised 3m Springboard,Juan Manuel,CELAYA HERNANDEZ,1998-09-01,25,Male,0.0,0.0,silver
Mexico,MEX,Diving,Women's 3m Springboard,Aranza,VAZQUEZ MONTANO,2002-08-21,21,Female,0.0,0.0,none
IR Iran,IRI,Sport Climbing,Men's Speed,HENAZANDIFARD Reza,ALI POUR,1994-04-29,30,Male,170.0,0.0,none
IR Iran,IRI,Table Tennis,Men's Singles,Nima,ALAMIAN,1992-12-24,31,Male,0.0,0.0,none
IR Iran,IRI,Table Tennis,Men's Singles,Noshad,ALAMIYAN,1991-11-21,32,Male,0.0,0.0,none
Iraq,IRQ,Athletics,Men's 100m,Taha Hussein,YASEEN,1998-01-01,26,Male,171.0,0.0,none
India,IND,Judo,Women +78 kg,Tulika,MAAN,1998-09-09,25,Female,0.0,0.0,none
Mexico,MEX,Golf,Men's Individual Stroke Play,Abraham,ANCER,1991-02-27,33,Male,170.0,0.0,none
India,IND,Golf,Men's Individual Stroke Play,Shubhankar,SHARMA,1996-07-21,28,Male,177.0,0.0,none
India,IND,Golf,Men's Individual Stroke Play,Gaganjeet,BHULLAR,1988-04-27,36,Male,184.0,0.0,none
Ethiopia,ETH,Athletics,Men's 1500m,Ermias,GIRMA,2005-01-20,19,Male,176.0,0.0,none
Mexico,MEX,Archery,Men's Individual,Carlos,ROJAS,2000-01-14,24,Male,0.0,0.0,none
Mexico,MEX,Archery,Men's Team,Carlos,ROJAS,2000-01-14,24,Male,0.0,0.0,none
Mexico,MEX,Archery,Men's Individual,Bruno,MARTINEZ WING,1998-03-08,26,Male,0.0,0.0,none
Mexico,MEX,Archery,Men's Team,Bruno,MARTINEZ WING,1998-03-08,26,Male,0.0,0.0,none
Mexico,MEX,Archery,Women's Individual,Ana,VAZQUEZ,2000-10-05,23,Female,0.0,0.0,none
Mexico,MEX,Archery,Women's Team,Ana,VAZQUEZ,2000-10-05,23,Female,0.0,0.0,bronze
Mexico,MEX,Athletics,Men's High Jump,Edgar,RIVERA,1991-02-13,33,Male,198.0,0.0,none
Mexico,MEX,Athletics,Women's 100m,Cecilia,TAMAYO-GARZA,1997-03-04,27,Female,167.0,0.0,none
Mexico,MEX,Athletics,Women's 200m,Cecilia,TAMAYO-GARZA,1997-03-04,27,Female,167.0,0.0,none
Ethiopia,ETH,Athletics,Women's 800m,Habitam,ALEMU,1997-07-09,27,Female,170.0,0.0,none
Ethiopia,ETH,Athletics,Women's 800m,Worknesh,MESELE,2001-06-11,23,Female,172.0,0.0,none
Ethiopia,ETH,Athletics,Women's 800m,Tsige,DUGUMA,2001-02-23,23,Female,164.0,0.0,silver
India,IND,Golf,Women's Individual Stroke Play,Aditi,ASHOK,1998-03-29,26,Female,173.0,0.0,none
India,IND,Golf,Women's Individual Stroke Play,Diksha,DAGAR,2000-12-14,23,Female,175.0,0.0,none
Ethiopia,ETH,Athletics,Men's 1500m,Abdisa,FAYISA,2005-04-24,19,Male,173.0,0.0,none
Mexico,MEX,Athletics,Women's 20km Race Walk,Ilse,GUERRERO,1993-03-24,31,Female,156.0,0.0,none
Mexico,MEX,Athletics,Men's 20km Race Walk,Noel,CHAMA,1997-09-15,26,Male,176.0,0.0,none
Mexico,MEX,Athletics,Men's 20km Race Walk,Ricardo,ORTIZ,1995-02-07,29,Male,168.0,0.0,none
IR Iran,IRI,Table Tennis,Women's Singles,Neda,SHAHSAVARI,1986-09-21,37,Female,0.0,0.0,none
IR Iran,IRI,Archery,Women's Individual,Mobina,FALLAH,1999-08-13,24,Female,0.0,0.0,none
Singapore,SGP,Badminton,Men's Singles,Kean Yew,LOH,1997-06-26,27,Male,175.0,0.0,none
Singapore,SGP,Badminton,Mixed Doubles,Yong Kai Terry,HEE,1995-07-06,29,Male,171.0,0.0,none
Singapore,SGP,Badminton,Mixed Doubles,Wei Han Jessica,TAN,1993-07-16,31,Female,167.0,0.0,none
Singapore,SGP,Badminton,Women's Singles,Jia Min,YEO,1999-02-01,25,Female,163.0,0.0,none
IR Iran,IRI,Cycling Road,Men's Road Race,Ali,LABIB,2002-09-21,21,Male,0.0,0.0,none
IR Iran,IRI,Athletics,Women's 100m,Farzaneh,FASIHI,1993-01-03,31,Female,161.0,0.0,none
IR Iran,IRI,Athletics,Men's 100m,Hassan,TAFTIAN,1993-05-04,31,Male,182.0,0.0,none
India,IND,Rowing,Men's Single Sculls,Balraj,PANWAR,1999-07-26,25,Male,0.0,0.0,none
Jamaica,JAM,Athletics,Women's Triple Jump,Shanieka,RICKETTS,1992-02-02,32,Female,188.0,0.0,silver
St Kitts and Nevis,SKN,Athletics,Men's 100m,Naquille,HARRIS,2002-05-16,22,Male,175.0,0.0,none
IR Iran,IRI,Weightlifting,Men's +102kg,Ali,DAVOUDI,1999-03-22,25,Male,0.0,0.0,none
IR Iran,IRI,Weightlifting,Men's 89kg,Mir Mostafa,JAVADI ALIABADI,2000-06-22,24,Male,0.0,0.0,none
Ethiopia,ETH,Athletics,Women's 1500m,Diribe,WELTEJI,2002-05-13,22,Female,166.0,0.0,none
Ethiopia,ETH,Athletics,Women's 1500m,Birke,HAYLOM,2006-01-06,18,Female,164.0,0.0,none
Ethiopia,ETH,Athletics,Women's 5000m,Freweyni,HAILU,2001-02-12,23,Female,166.0,0.0,none
IR Iran,IRI,Canoe Sprint,Men's Kayak Single 1000m,GHAMIRZAEIJENAGHARD Ali,,1993-03-04,31,Male,0.0,0.0,none
Congo,CGO,Swimming,Men's 50m Freestyle,Freddy,MAYALA,2000-06-18,24,Male,0.0,0.0,none
Ethiopia,ETH,Athletics,"Men's 10,000m",Berihu,AREGAWI,2001-02-28,23,Male,171.0,0.0,silver
Ethiopia,ETH,Athletics,"Men's 10,000m",Yomif,KEJELCHA,1997-08-01,26,Male,185.0,0.0,none
Ethiopia,ETH,Athletics,Men's 5000m,Hagos,GEBRHIWET,1994-05-11,30,Male,173.0,0.0,none
Congo,CGO,Swimming,Women's 50m Freestyle,Vanessa,BOBIMBO,1999-12-08,24,Female,0.0,0.0,none
